Labels,TC1,TC2,TC3,TC1,TC2,TC3
0,3.64501,4.02578,-0.642337,0.891927,1.16284,0.337885
0,5.20316,5.23554,-0.637721,1.46794,4.32605,0.893526
3,-0.838061,-0.544457,3.19305,-3.0509,-4.63715,-3.21265
4,2.87463,1.70769,-4.53422,4.58009,1.87703,3.16972
7,-0.493486,-1.12706,-4.3925,4.26651,-2.3701,-2.77338
3,2.27654,2.07866,3.68659,-2.94894,-3.57024,-2.43023
1,-4.64998,-4.14917,2.15004,-2.62122,0.452108,-0.230774
5,5.31341,4.86576,1.87193,-0.809969,-4.00653,-2.86629
2,0.44093,0.635364,2.02967,-2.27586,3.06127,3.00458
1,-2.47736,-2.46592,1.64947,-1.97043,2.2908,0.99919
7,-2.80373,-2.64602,-2.61649,2.46598,-1.7885,-1.73131
1,-4.12605,-3.5329,1.36092,-2.42834,0.640444,0.497611
5,-2.29232,-1.47226,0.876297,-0.848851,1.76004,-1.54499
1,-3.81151,-3.43202,1.27679,-2.37546,-0.777338,-0.298515
1,-3.66558,-3.22389,3.76768,-4.04565,1.30219,-0.0703471
5,1.64011,1.20457,-0.586513,0.931321,-4.00232,-1.17
3,0.638668,0.540323,3.07919,-2.36396,-5.06892,-4.70817
8,1.07764,1.5074,2.67315,-2.59848,0.862073,1.82128
2,0.960167,0.49354,0.4296,-0.593139,-3.40006,0.206101
1,-2.8563,-2.57913,-0.161514,-0.574294,-1.78915,-0.324633
9,1.62447,0.80212,-3.83206,4.17616,2.11251,-0.932104
7,0.996827,-0.19927,-5.48093,5.7847,-1.82368,-2.23513
4,4.54984,3.53111,-5.1156,5.01127,2.8704,3.41827
2,3.98384,4.09723,1.47444,-1.43254,2.49184,3.16782
8,0.853808,-0.210193,-1.75257,1.57981,-2.36816,-0.77247
6,0.660978,1.22776,0.810359,-0.618346,1.06818,2.7713
0,3.22062,3.46724,-0.191025,0.843783,-0.834664,-0.323746
4,-2.73787,-2.6263,-1.08781,0.977227,-2.2058,-0.142222
0,2.76446,3.47089,0.913348,-0.44298,-1.14302,-2.38358
6,1.26414,1.85739,0.850673,-0.945987,3.97618,4.04647
9,1.1059,0.149765,-2.97633,3.04797,3.53342,0.371762
4,-2.19321,-2.13076,-1.30331,1.16237,1.53655,1.77203
4,1.97368,1.11077,-3.37391,3.09741,1.34205,3.62134
0,7.24789,7.67116,1.88794,-1.134,0.0585944,2.41661
0,8.91205,8.9995,0.575034,0.708287,-1.10445,-1.78835
7,-1.11121,-1.76309,-4.44236,4.47258,-1.83678,-3.0026
3,0.0977328,0.316618,0.886936,-0.637344,-0.261368,-2.75247
4,-1.4394,-1.8368,-2.16874,1.99627,1.55796,2.64838
5,-2.86652,-2.16678,0.411791,-0.901426,1.3115,1.24078
1,-4.13266,-3.66496,1.33363,-2.43393,-0.243799,-0.121867
0,3.13988,3.13421,-1.92264,2.08001,3.65828,2.60993
5,4.15761,3.54996,-0.0930229,0.748135,1.2029,1.86697
8,-0.916496,-0.507286,3.20654,-3.21221,3.48539,0.51472
3,-1.02321,-0.39535,2.83188,-2.68358,-1.08318,-2.02136
8,2.26288,1.95867,0.629822,-0.405443,-0.769444,-0.0420169
8,-0.0979244,-0.0305019,1.56084,-1.44452,2.9983,0.603795
6,2.14232,2.32568,0.297152,-0.486935,3.97049,6.46324
1,-3.37508,-3.02507,0.652278,-1.70894,-1.05068,-0.0495831
8,-0.844212,-0.940462,-0.908076,0.765412,0.603634,0.825023
3,0.760409,1.04279,3.86209,-3.3301,0.184699,-2.19564
7,-3.03547,-3.48179,-2.86633,2.8342,1.03532,-1.71202
3,3.53279,3.46289,2.76613,-2.22016,1.63989,-1.376
1,-4.39854,-4.00501,2.26809,-3.33005,1.1656,0.449733
2,0.41983,0.347779,0.7648,-0.747708,1.16884,2.23064
7,-1.64611,-1.87228,-3.83481,3.88474,0.0278611,-1.5434
5,-1.17254,-0.934491,-1.01678,1.09423,2.84131,-0.502059
9,-1.11174,-1.48388,-0.0800572,-0.173258,-2.46132,0.849512
7,-2.26734,-2.7833,-3.6507,3.62771,1.03352,-1.78463
3,0.324198,0.723014,3.63759,-3.14658,-4.54859,-4.07146
9,0.744442,-0.230244,-4.25553,4.09711,-2.91191,-0.747488
3,2.81923,2.78509,2.34298,-1.50589,-1.70074,-2.81299
8,-0.834575,-0.618464,2.26346,-2.48866,-0.777683,0.253227
7,0.661934,-0.386737,-3.84697,4.18057,2.26683,-2.24876
4,-2.35509,-2.52158,-2.40183,2.19699,-1.18592,-0.0890484
4,-3.52436,-3.33178,1.12231,-1.31096,1.08905,-0.0450666
5,-1.21446,-0.41742,-0.15511,0.0396317,3.98546,0.135155
5,2.6434,2.81475,1.72099,-1.2449,0.405779,-1.7041
0,5.89153,5.98184,0.92793,-0.101954,-1.80026,-0.361462
9,-0.49495,-1.21575,-5.00216,4.83014,-0.705813,-0.956664
1,-4.14276,-3.71833,1.89133,-3.04282,1.18397,1.1377
3,0.455986,0.922765,3.47595,-3.01141,-4.14914,-2.4193
5,1.45543,1.23092,-1.78525,2.08085,-1.23176,-1.75445
0,7.37347,7.54834,0.721342,0.12663,-1.8173,-0.109743
4,-0.907857,-1.24969,-3.94678,3.85619,2.07071,0.983622
4,-2.03394,-2.37703,-2.22313,1.98476,-1.82086,1.02095
3,-0.902617,-0.877002,1.894,-2.1517,-5.091,-2.20541
0,0.537323,0.87672,-1.6426,1.50826,3.59484,2.19823
6,0.212526,0.674169,0.565487,-0.654521,3.09361,3.91728
4,3.17345,1.81087,-3.27251,3.53663,-1.4968,2.37436
0,3.87758,4.10602,2.25567,-1.62138,-4.56596,-3.98951
4,-0.0876256,-0.746123,-2.94247,2.9261,-1.36088,1.42938
0,6.18023,6.49637,1.83063,-1.03904,-0.819739,0.189928
8,-0.692004,-0.46675,1.7427,-1.69049,1.19001,-0.00724371
8,-2.32484,-2.35194,2.76228,-3.13926,3.22251,0.917705
1,-4.09858,-3.94465,1.71685,-2.71982,-0.113719,-0.365027
1,-4.46988,-4.16017,0.65245,-1.69048,-0.642345,-0.877275
9,0.111541,-0.642962,-3.96357,3.70442,2.59726,0.951167
8,3.12484,2.6927,-0.572778,0.744661,0.485,-0.736831
5,-2.56926,-1.9824,-0.505694,0.0361977,2.94398,1.81668
2,-1.11144,-0.727389,2.39834,-2.73059,0.418859,1.94953
9,-0.296024,-1.08172,-4.84575,4.75327,2.31896,0.0659618
3,0.994561,0.91925,2.64994,-2.04334,-3.84517,-3.65104
6,-0.890255,-0.148772,0.621723,-1.08777,2.98165,3.57816
7,-2.58262,-2.63052,-0.0558415,-0.113977,1.47889,-0.479299
8,0.746427,-0.0277608,-2.92252,3.16455,-1.30095,-1.74578
9,0.576822,0.417276,-2.30398,2.2417,4.29764,0.881864
9,-1.58918,-1.91446,-3.83808,3.55516,0.0316253,0.126114
5,-0.388608,0.241488,1.42045,-1.4342,-1.41512,-1.36679
8,1.02934,0.891355,2.78496,-2.48477,-2.42086,0.315307
0,3.07553,3.07564,-3.02617,3.12175,4.5521,2.66605
4,0.175889,-0.000679311,-1.33478,1.20006,-0.826164,1.47225
3,-1.3193,-0.984781,1.60191,-1.85632,-3.39839,-2.46605
7,-1.03242,-1.45412,-0.941721,0.520558,-2.72428,1.04895
7,6.28965,5.3507,-4.66388,5.24542,-2.94264,-1.49529
3,-0.940444,-0.468998,2.93397,-2.64827,-1.53552,-2.76267
5,-1.67589,-0.922896,0.636149,-0.596394,0.675149,-1.70833
2,0.865154,0.595623,4.2435,-4.0447,-1.60543,0.421942
3,2.88517,2.68231,4.15066,-3.21034,-5.71479,-4.45748
6,3.99592,3.12568,-1.90588,1.65085,1.69919,6.38413
6,2.75156,2.89894,0.0771406,0.110656,2.24381,4.21131
1,-4.23579,-3.59056,2.99988,-3.55074,0.56035,-0.0253145
5,5.21118,4.26556,1.12976,-0.139933,-6.04891,-2.45934
4,-1.29132,-1.81427,-1.89212,2.05777,2.12975,1.13295
2,-0.783097,-0.826588,0.983173,-1.44159,4.58822,3.56632
1,-3.92337,-3.53855,2.51289,-2.84064,0.935065,0.320878
4,-2.99036,-2.67277,-0.998568,0.562266,0.475119,0.77178
6,2.62967,2.0164,1.07324,-1.21627,-0.721016,3.65737
4,0.882822,0.0449151,-3.36266,3.47231,-3.24925,-0.399272
5,1.28193,1.88957,2.33391,-1.53418,0.460465,-2.35096
7,2.08247,0.882423,-4.87144,5.18267,-3.34384,-1.41604
2,1.48174,1.1546,-0.234207,0.095902,2.6628,0.793883
1,-4.59845,-4.28856,2.09482,-3.14228,0.8806,0.0711734
0,5.13125,5.51537,2.63487,-1.76902,-2.39184,-1.73684
3,-1.20719,-1.66487,-1.05189,0.891361,-3.87186,-1.6151
6,-0.249209,-0.727052,-1.02118,0.357537,1.51939,3.3405
0,2.33691,3.03743,2.7659,-2.22169,-3.3004,-3.09702
7,-0.288604,-0.680516,-2.90175,2.84864,-2.79156,-1.56768
9,-3.3557,-3.07212,-0.153182,0.383191,1.28463,-1.67138
1,-4.61991,-4.05544,2.77392,-3.55854,0.967832,-0.592615
5,6.32525,5.72404,1.43505,-0.113332,-5.34142,-3.59492
3,1.21501,1.95432,3.94166,-3.28675,-2.18791,-3.31663
9,-2.66714,-2.32435,-1.05827,0.767887,-1.98413,-0.804395
8,2.41776,2.48206,1.64329,-1.13111,1.75086,0.603908
2,0.861046,0.852051,1.81666,-1.34225,1.28643,1.27625
5,-0.819232,-0.0883065,1.1898,-1.2041,3.58347,-0.665551
0,5.17794,5.23244,0.419209,0.337261,-1.7981,-2.50963
9,-2.24215,-2.70692,-2.34297,2.02084,-2.88009,-1.6297
3,1.67136,2.0426,4.22984,-3.50402,-4.38339,-2.59244
5,-1.55433,-0.616208,0.481996,-0.500085,3.135,0.199312
6,0.753865,0.285285,-0.372221,0.297412,-0.834081,3.33665
6,-0.534675,0.630707,1.06193,-0.983218,2.79803,1.70247
7,-1.63645,-2.29683,-3.96163,3.99083,-0.683256,-2.25897
1,-4.15561,-3.63092,2.1344,-2.4134,0.712,-0.139551
9,-0.55378,-1.07096,-2.70032,2.55096,-3.04282,0.302282
8,-1.82947,-1.53417,2.93504,-3.00094,2.61207,-1.03838
9,-0.248575,-0.891645,-4.10081,3.97536,-2.53608,-0.206326
7,-2.11655,-2.25506,-3.36072,3.26639,-1.76194,-1.89491
4,-1.1319,-1.69843,-3.46931,3.52092,1.68254,0.903583
0,1.648,1.84646,1.46198,-1.14608,-3.88601,-2.0503
4,-1.61538,-1.99495,-3.34489,3.18394,2.13925,2.36899
4,-2.63189,-2.6946,-0.032627,-0.340152,2.52447,1.59423
1,-4.36759,-3.7411,3.146,-3.8537,0.638769,0.0164973
6,2.25693,1.6867,0.677959,-0.85468,0.468868,4.04554
9,-1.1321,-1.95433,-4.35745,4.32586,-2.63846,-1.31477
4,-0.441389,-0.987602,-2.99823,2.81855,0.973599,2.13755
7,-1.09425,-1.4002,-4.19326,4.33526,-1.68539,-2.3367
1,-4.12809,-3.74268,3.57541,-3.92349,0.912504,-0.462828
0,5.84414,6.82556,1.26653,-0.348312,3.33568,-0.26111
7,-0.707084,-1.23602,-2.17178,2.3094,0.955777,-1.99739
7,0.701646,0.0595154,-3.77532,3.79438,-2.09371,-1.79074
7,-2.78762,-2.81737,-1.12854,1.04194,1.05191,-1.13872
2,-2.84088,-2.78989,2.99616,-3.44121,-2.04014,0.63359
6,3.90955,2.71677,-2.71622,2.56909,-0.763261,5.01376
1,-4.12951,-3.82678,3.49664,-3.77756,1.83999,0.193722
1,-3.5827,-3.41336,3.50388,-3.69119,2.4916,0.714736
6,1.034,0.240407,-2.63517,2.31705,0.335581,3.7776
7,-3.65094,-4.22675,-0.348768,-0.238015,-0.193057,-1.69232
5,0.426579,0.885406,0.199857,0.0320921,3.56924,0.31642
8,-0.66158,-0.46271,1.43453,-1.55235,1.11604,0.15546
3,-1.49415,-1.21731,-0.0952539,0.255053,1.96375,-1.92574
4,-1.7226,-1.78161,-2.07039,1.91036,1.18073,1.81028
6,-2.86537,-2.51732,-0.105459,-0.71713,1.86844,3.41756
5,0.737024,1.22004,2.75648,-2.70265,1.69862,-2.96485
9,-0.560865,-1.21908,-3.60218,3.47085,2.39397,0.466923
9,-2.54227,-2.91905,-3.48248,3.24815,0.0994337,-0.646795
0,2.1128,2.48307,0.104917,0.615441,4.97042,0.518421
2,4.69604,4.5044,1.46572,-1.16659,4.14488,2.60572
1,-4.73759,-4.43897,2.92402,-3.64702,1.63303,0.22528
1,-4.19998,-3.54275,2.84101,-3.33134,-0.0770179,-0.412557
9,2.95976,2.01814,-1.02913,0.874104,-3.88229,-0.989188
8,-1.0876,-0.783611,2.22142,-2.22959,2.06421,0.359699
7,-2.30497,-2.92678,-2.45102,2.26187,0.0221598,-0.720988
7,-1.92784,-2.10542,-1.22919,0.847502,0.0490978,0.141454
2,2.2924,2.79469,1.82736,-2.13364,4.74193,4.83805
8,-1.74802,-1.3101,2.02108,-2.27413,1.46204,1.01793
7,-2.23421,-1.90747,-3.13071,3.16951,-0.579565,-1.35002
4,-2.06426,-2.35261,-2.00495,1.41658,-1.82153,0.318452
1,-4.63145,-4.23245,1.79212,-2.88623,0.21276,-0.292892
0,5.26536,5.39197,-1.63231,2.19922,1.23111,0.097681
1,-4.72625,-4.26126,2.02088,-2.90285,0.161787,-0.408169
8,-0.928455,-0.773099,1.05714,-1.19905,2.55704,0.401785
3,-0.730905,-0.500175,3.50202,-3.28243,-4.47419,-2.14452
8,3.58694,2.72811,1.26286,-0.364804,-4.4978,-1.77854
2,-0.429312,-0.261388,1.61313,-1.44192,0.646396,0.0962157
5,-1.22542,-0.409966,0.159495,-0.165419,2.93058,0.515653
7,-0.525364,-1.00189,-3.44053,3.40431,-2.61582,-2.09557
1,-3.74139,-3.64502,1.36779,-1.95984,0.867929,-0.512857
4,-1.33879,-1.50392,-1.48491,1.5456,2.13507,2.33701
3,1.36348,1.82298,4.92699,-4.10776,-3.62444,-2.98203
2,1.28804,0.855602,0.381777,-0.392816,2.72454,2.79211
4,-2.86512,-2.80079,-1.04971,0.800622,-3.02874,-0.872598
9,-2.06565,-2.10118,-3.01793,3.11385,-0.702402,-2.19713
5,-1.16021,-0.485412,3.20911,-3.64303,0.340293,-0.702878
5,-0.00365406,0.563079,1.22887,-1.16969,0.494188,0.707397
7,1.96429,1.20945,-3.35188,3.46488,-3.92776,-2.3991
9,1.77064,1.30218,-1.29635,1.09808,-0.927975,1.61007
9,0.171077,-0.597361,-4.29771,3.98955,0.623069,0.278673
7,-1.47444,-2.65156,-4.2897,4.0554,-3.2981,-2.28579
1,-4.40511,-3.82666,3.59692,-4.2958,1.08756,0.21065
9,0.173453,-0.822796,-4.43484,4.61494,-3.0034,-3.29465
7,-0.507213,-1.26286,-3.98865,3.35453,-0.262397,1.22256
3,-3.15887,-3.08529,0.269565,-0.624846,0.0219536,-0.265653
0,10.4467,10.787,2.02301,-0.644481,0.420511,0.293861
9,-0.477753,-1.13858,-3.129,2.79724,-1.02478,1.48373
3,-1.68704,-2.14474,-0.784301,0.54211,-4.61452,-2.75298
4,-1.14712,-1.80616,-3.39686,3.36521,-2.80479,-0.680003
7,-3.63925,-3.79707,-2.4797,2.33335,0.373598,-1.86295
2,2.80675,2.38157,5.16224,-4.65678,-0.664339,0.103769
7,3.4703,2.9108,-3.56718,4.00637,-2.30439,-1.60694
6,3.43599,3.40368,-2.11549,2.07945,2.54094,4.31699
2,2.29758,1.99208,5.59894,-5.12655,-0.606509,0.153625
8,2.58078,2.15721,-0.211518,0.565973,2.1229,-0.955874
1,-4.18338,-3.62839,1.06252,-2.11613,-0.142336,-0.163135
5,-2.46026,-1.69555,1.53689,-1.98163,2.89719,0.519226
9,-1.26622,-1.68992,-3.42735,3.35087,-1.91481,-0.377333
0,5.27941,6.28169,0.926048,-0.0265045,4.39138,1.07902
2,1.49513,1.46735,1.23394,-1.40968,2.50227,3.58617
8,-2.29248,-1.96115,0.160119,-0.524075,-0.768363,-0.598873
1,-3.26474,-3.23645,1.72125,-1.97665,2.05455,0.84563
8,0.267935,-0.140033,-1.74709,1.56776,1.02738,0.614849
0,7.64422,7.91152,-0.177896,1.09573,1.68427,0.220926
2,1.45614,1.59063,-0.0229839,-0.405925,5.00218,3.90396
9,-1.23343,-1.49903,-4.03556,3.76621,-0.0691904,0.708301
4,-1.82274,-1.98715,-2.73608,2.46327,0.677149,0.848134
8,-0.795535,-0.836141,1.88728,-2.1497,2.30052,-1.85808
8,-0.421351,-0.424405,2.59482,-2.43868,-1.43423,-1.76934
1,-4.5744,-4.0201,1.47755,-2.24755,-0.097491,-0.46463
6,2.79312,2.5135,-0.0535985,0.0252849,0.406101,4.00528
8,-2.08208,-1.82816,2.13078,-2.28731,3.58516,-0.898969
4,-2.43225,-2.34055,-1.8932,1.70632,-1.66484,0.26246
8,-1.56379,-1.35298,0.960579,-1.07249,2.78789,0.125432
4,-0.761799,-1.25561,-3.48212,2.84384,0.0519748,2.0593
0,8.79124,7.54644,0.677469,0.352478,1.97487,1.49325
1,-4.10853,-3.81688,1.31199,-2.44732,-0.665238,-0.30948
3,0.422957,0.679161,3.41539,-3.05449,-4.2512,-2.07481
4,-1.53915,-1.90209,-3.81845,3.63815,2.00998,1.58762
1,-4.60043,-4.07284,3.37231,-4.15186,1.00917,0.442086
1,-4.29089,-3.60614,2.01139,-2.51491,0.463017,-0.116804
3,-0.139608,-0.163777,1.57807,-1.47401,-0.520488,-1.10632
6,-0.89613,-0.839064,0.409742,-0.893362,0.333776,2.85172
8,-1.92601,-1.67356,2.23651,-2.47082,3.04342,0.965278
5,-0.656269,0.144194,2.59213,-2.33822,-1.88035,-1.63194
1,-4.66361,-4.12611,1.71655,-2.69436,-0.0315466,-0.291484
8,1.52443,1.17964,1.30499,-1.22501,-1.54367,0.863125
5,-2.24906,-1.5832,0.414704,-0.749342,-1.25522,-0.510402
9,-0.073618,-0.42304,-4.27234,4.0862,1.01387,0.345348
3,1.18398,1.31603,0.957614,-0.417322,-0.526266,-2.2325
6,3.4531,3.46049,0.591781,-0.265063,2.5813,4.18294
1,-4.57703,-3.98772,1.76599,-2.42673,0.0139934,-0.268612
2,-1.96377,-1.53761,2.46701,-2.48638,-0.258819,1.33668
0,7.25987,7.16592,0.0457474,1.03682,-2.70265,-0.702637
4,-1.68229,-2.16851,-2.47528,2.53927,1.93386,0.261458
0,2.75645,3.77586,1.74488,-0.943832,0.302074,-2.58693
1,-4.72689,-4.57885,0.894067,-1.89117,-0.229346,-0.736002
3,2.2949,2.38896,3.3931,-2.65716,-2.68566,-2.63795
5,0.418647,0.306567,-1.75709,1.96463,-2.55554,-2.7848
2,4.18665,4.10203,1.50794,-1.74879,6.21664,5.54472
6,-1.50573,-0.849357,0.536179,-0.989063,2.59996,2.97307
8,-2.4074,-2.27218,1.32514,-1.51957,-0.800931,-1.16998
8,1.57365,1.21102,0.679461,-0.612021,-1.37321,-0.694301
6,1.01641,1.31254,1.38333,-1.1225,-1.29198,2.20123
9,-2.65527,-2.38844,-1.11071,0.949152,-1.83099,-0.515039
3,-2.31868,-1.85909,2.23091,-2.61004,-3.51346,-2.56176
9,3.49708,2.40201,-3.4046,3.20308,1.75985,3.56737
0,2.67462,3.10413,0.151339,0.239575,-1.29812,-0.0242174
7,-1.62534,-1.66982,-1.86251,2.06798,3.21852,-0.911631
9,-3.0543,-2.58864,-1.73699,1.48085,-0.0811331,-0.667798
8,2.07417,1.22345,-1.89213,1.82561,0.13988,-0.311246
9,-0.740038,-0.967563,-1.86238,1.9629,0.127535,-0.649701
8,0.165186,0.117385,1.53863,-1.44876,-2.25102,0.209032
9,-2.4111,-2.8224,-3.3249,3.19604,-0.791414,-1.15523
6,0.495731,0.955322,-0.519022,0.22842,1.40889,3.0154
5,-2.79261,-2.13959,0.463816,-0.968562,2.2553,0.934368
9,-1.88028,-1.92537,-0.862758,0.837772,-2.97846,-0.792346
8,-2.24971,-1.85053,1.41651,-1.57497,0.0871378,-0.902346
6,0.398028,0.406563,-0.589856,0.229209,1.07573,4.64583
0,7.31628,7.01911,-0.196157,1.34184,-3.09314,-3.67539
7,0.291827,-0.396886,-2.76995,2.92548,0.0618098,-2.3654
2,-0.58391,0.0259314,4.05158,-4.09214,1.6859,2.39775
7,-3.36242,-3.59988,-3.13073,2.94961,-0.84946,-2.24741
9,-0.600923,-0.998105,-3.61495,3.56472,-1.1616,0.310705
7,-2.32364,-2.45238,-3.0304,2.73737,-0.587523,-1.30045
0,5.21422,5.72214,-0.794508,1.53163,4.2452,-0.575695
5,-0.603616,0.157638,0.0600115,0.174674,1.6056,-1.97767
9,-0.822773,-1.71802,-5.31354,5.11904,2.17172,0.194258
8,-0.556404,-0.43695,2.5492,-2.62405,-0.235884,-0.280247
6,-1.03795,-0.941526,-1.17179,0.696559,1.81533,3.32303
7,-2.57745,-2.31953,-1.56509,1.36824,-2.46842,-0.93748
0,5.20876,5.7889,2.1662,-1.45712,0.356547,-1.47384
2,0.84283,0.891174,1.01057,-1.42097,0.105128,2.34043
8,0.0860297,-0.091752,-0.295695,0.00689302,-0.087387,0.65279
4,-0.450183,-1.28202,-2.86278,2.8489,-3.08687,-0.234671
4,-0.65185,-1.34074,-3.61124,3.47772,-2.55601,1.43919
8,-1.95757,-1.38781,3.30968,-3.30968,3.57301,0.312362
4,0.596587,-0.374956,-5.64518,5.27487,1.04151,1.51578
6,1.37545,0.787256,-2.32043,1.69036,2.64586,5.65451
0,2.74355,3.13995,-0.605333,1.03366,0.648742,-0.790798
5,2.3999,2.53555,2.32696,-1.86637,-1.33908,-0.00845724
2,0.645099,1.15641,1.26288,-1.60572,2.22356,3.12498
8,-2.28538,-1.89174,1.05636,-1.00997,2.23674,-1.13198
4,2.42557,1.48464,-3.87341,3.58771,-0.767265,1.50984
1,-4.0433,-3.75276,1.10492,-2.28232,-0.624118,-0.305864
2,2.29989,2.22597,1.50979,-1.61301,4.5052,4.16755
7,-2.58001,-2.54907,-1.45266,1.37489,-1.60224,-1.84402
1,-3.9638,-3.67444,0.802767,-1.72261,0.339498,-1.0261
7,3.45181,2.53694,-3.26991,3.64039,-3.63273,-0.641883
3,1.7368,2.2776,4.66799,-3.79212,-2.64224,-2.82791
3,3.59263,3.99632,5.48714,-4.40845,0.317227,-2.94234
0,5.7298,6.11338,0.23287,0.739126,2.21961,-1.57559
5,-0.154403,0.163535,1.7465,-1.69812,-3.93255,-0.881312
1,-4.05369,-3.43024,3.2178,-3.65084,0.277847,-0.353043
1,-2.63969,-1.93051,1.82886,-2.47246,-0.399572,0.791398
3,-0.332163,0.0447111,3.31436,-3.1084,1.38797,-1.66602
4,0.415055,-0.278282,-4.64377,4.45011,0.761514,1.79286
4,1.44659,0.0488812,-4.72417,4.83726,-3.31616,-0.482961
5,-1.23651,-0.461916,-0.0245085,-0.0375671,1.60676,0.0814936
7,-1.89128,-2.23474,-2.8974,2.9446,1.47498,-1.62841
9,-3.50155,-3.46447,-1.55864,1.56368,0.416605,-1.62383
6,1.08977,1.49693,0.601374,-0.672894,2.36347,4.93971
9,-2.52456,-2.5531,-1.82467,1.3335,-0.599499,0.735434
9,-0.877167,-1.22198,-3.27832,3.48989,2.30642,-0.716463
8,1.17191,0.536487,1.24364,-1.05897,-3.47587,-0.482384
1,-4.3009,-3.8499,1.95009,-2.27391,0.404844,-0.209958
8,4.15653,3.62043,2.06939,-1.36887,-0.237766,-1.99238
1,-4.65007,-4.07018,1.26093,-2.01102,-0.117269,-0.563421
7,-0.0253672,-0.233664,-1.11338,1.27562,-2.82892,-0.817472
6,0.108529,0.643125,0.277212,-0.447244,0.683565,3.74353
4,-0.986264,-0.931139,-2.36771,2.14714,3.46389,2.04561
4,-0.10042,-0.508798,-3.41914,3.3764,3.86044,1.82664
6,1.84676,1.38919,-1.91164,1.5053,0.283876,4.82358
6,4.33196,4.62691,0.333956,0.143215,5.57176,2.7196
8,1.34222,0.226769,-4.13578,4.00999,0.0162152,-1.51133
4,0.787551,0.0409862,-3.31357,3.42382,-2.79051,0.121625
8,0.606461,-0.270164,-2.09079,1.94193,-0.768597,-1.00739
4,0.287595,-0.532104,-3.72146,3.62906,-0.630741,1.29275
8,-1.84737,-2.20846,0.155235,-0.754785,-3.68178,-0.516299
6,2.68769,2.70361,0.445191,-0.29475,1.08023,3.19064
7,-3.13237,-3.09596,-2.99774,2.80376,-1.44489,-1.63502
8,0.474134,-0.377704,-0.343913,0.685219,-3.47987,-2.55613
3,-1.1052,-0.894571,1.37216,-1.40854,-2.36275,-1.05729
8,-2.81416,-2.35898,0.288012,-0.649469,0.825455,-0.543822
0,7.15647,7.39542,1.75017,-0.715827,1.15093,-3.38962
4,-2.05468,-2.06057,-1.91087,1.86526,0.067364,1.51692
9,-0.099943,-0.340052,-2.54994,2.30752,0.1571,0.282694
9,-1.78553,-2.10667,-3.14194,2.80386,0.78495,1.36656
0,8.59447,8.57354,1.46376,-0.380335,-3.81483,-2.33559
6,2.99545,2.60529,-1.44831,1.20378,0.534149,4.7384
2,2.41956,2.36746,0.483947,-0.125344,1.21718,0.391769
3,3.19969,3.50523,3.73475,-2.55645,-1.82485,-3.04601
0,5.53452,6.18204,0.980741,-0.202096,2.91632,1.90176
8,-0.0469101,-0.493364,-0.0168471,-0.0446806,-1.78957,-0.970374
8,-3.0608,-3.13804,2.13511,-2.80541,2.23429,1.75828
9,-0.762683,-1.13176,-3.40081,3.61734,-1.62972,-1.26085
3,-1.79266,-1.94806,0.708362,-0.804602,-2.1917,-2.61011
9,1.19039,-0.169747,-3.66694,3.74618,1.08794,-0.067496
5,-0.509063,-0.226343,-1.63887,1.6196,1.45353,-0.639978
5,1.09669,1.08718,1.53443,-1.08135,-4.45323,-3.22389
2,-0.936115,-0.731979,0.969606,-1.27901,2.33538,2.04547
2,1.2714,1.32919,1.2139,-1.03558,2.37283,2.3501
1,-3.87153,-3.58893,2.6754,-2.95484,1.28832,0.043844
5,-2.39139,-1.83465,-1.00818,0.688629,-0.358865,-1.70915
7,-2.07233,-2.41165,-3.65836,3.51885,-2.52857,-2.08656
5,5.31438,5.34972,2.25081,-1.10977,-3.01093,-1.72728
1,-4.53011,-4.09799,2.25608,-3.32425,0.646858,0.117075
3,1.71561,1.69547,3.11059,-2.44059,-4.09046,-2.98831
4,1.00894,-0.0228726,-2.82946,3.06983,-2.39006,1.03759
3,0.177063,0.360089,2.03222,-1.50243,-2.51359,-1.76888
2,1.82114,1.92702,-0.0703491,0.369416,-0.428012,0.262844
0,6.21007,6.94863,0.762986,0.2773,1.83469,-2.55532
4,-1.41062,-2.00797,-3.67672,3.43847,-2.14346,0.909879
7,-0.087049,-0.0899591,-2.90078,3.14753,-2.44104,-0.496486
5,0.492348,1.38757,3.21365,-2.47781,-0.477652,-2.90934
2,0.705107,0.753024,2.98205,-3.08882,3.07526,2.70963
0,4.68731,5.41129,0.639393,0.214864,2.74587,-1.40633
0,5.44776,5.29754,1.563,-0.89991,-3.87508,-3.27272
0,5.24434,6.04001,0.227873,0.318105,5.15047,1.00033
8,3.55575,3.43696,2.63077,-1.91591,0.293849,-0.714317
3,0.14759,-1.21587,-1.60734,1.676,-4.64771,-3.87643
4,-1.11752,-1.32126,-3.89871,3.6624,1.97659,1.865
5,-3.32134,-2.69994,0.605041,-1.11064,0.977724,1.28294
1,-4.13994,-3.49207,0.609949,-1.48668,-0.736355,-0.417352
3,-3.57008,-3.15303,0.536365,-1.04062,-2.15604,-1.61229
0,6.81387,7.53667,2.76978,-2.13867,4.62073,2.7201
9,-0.73173,-1.47293,-4.48521,4.40352,-1.68151,-2.28226
2,2.25786,2.05613,1.9239,-2.04577,3.31673,4.02609
8,0.681821,-0.00682158,1.48261,-1.33907,-2.5189,-0.759027
